(4.090292, -27.711392, 0.97106, 0.0, 0.0, 0.0)
(4.795292, -28.954325, 1.249994, 0.0, 0.0, 0.0)
(6.132525, -30.185493, 1.620387, 0.0, 0.0, 0.0)
(8.215908, -31.017597, 2.073613, 0.0, 0.0, 0.0)
(9.223509, -30.969927, 2.269551, 0.0, 0.0, 0.0)
(9.310534, -30.765217, 2.283546, 0.0, 0.0, 0.0)
(11.493737, -30.191977, 2.739051, 0.0, 0.0, 0.0)
(10.486897, -30.324337, 2.540022, 0.0, 0.0, 0.0)
(11.389619, -29.841325, 2.726846, 0.0, 0.0, 0.0)
(12.076457, -29.270657, 2.918877, 0.0, 0.0, 0.0)
(11.90063, -29.148534, 2.906834, 0.0, 0.0, 0.0)
(12.137412, -28.769218, 2.991458, 0.0, 0.0, 0.0)
(11.14878, -29.051864, 2.796986, 0.0, 0.0, 0.0)
(11.535053, -28.611388, 2.909926, 0.0, 0.0, 0.0)
(11.523561, -28.391838, 2.935476, 0.0, 0.0, 0.0)
(12.771385, -26.657226, -2.921334, 0.0, 0.0, 0.0)
(13.071772, -25.499514, -2.682271, 0.0, 0.0, 0.0)
(13.120977, -24.123695, -2.407732, 0.0, 0.0, 0.0)
(12.901223, -24.433205, -2.477709, 0.0, 0.0, 0.0)
(11.402195, -20.901215, -1.684848, 0.0, 0.0, 0.0)
(11.809535, -21.917546, -1.906172, 0.0, 0.0, 0.0)
(11.216123, -21.386353, -1.757754, 0.0, 0.0, 0.0)
(9.924834, -20.536588, -1.453596, 0.0, 0.0, 0.0)
(6.700046, -19.802662, -0.7823, 0.0, 0.0, 0.0)
(5.509675, -20.189822, -0.530381, 0.0, 0.0, 0.0)
(5.271285, -20.474149, -0.470493, 0.0, 0.0, 0.0)
(7.615999, -20.474602, -0.936739, 0.0, 0.0, 0.0)
(6.95597, -20.684398, -0.918187, 0.0, 0.0, 0.0)
(5.424959, -21.259717, -0.489859, 0.0, 0.0, 0.0)
(5.460681, -21.416404, -0.485302, 0.0, 0.0, 0.0)
(5.534311, -21.65464, -0.47684, 0.0, 0.0, 0.0)
(7.512378, -21.625827, -0.868714, 0.0, 0.0, 0.0)
