(8.026561, -21.883419, -0.974169, 0.0, 0.0, 0.0)
(10.097424, -22.954663, -1.448226, 0.0, 0.0, 0.0)
(7.660195, -22.21975, -0.992558, 0.0, 0.0, 0.0)
(6.20007, -22.454227, -0.63909, 0.0, 0.0, 0.0)
(4.886722, -23.146109, -0.338187, 0.0, 0.0, 0.0)
(2.626913, -25.94822, 0.402273, 0.0, 0.0, 0.0)
(2.598455, -28.130677, 0.840202, 0.0, 0.0, 0.0)
(2.847979, -28.227708, 0.866566, 0.0, 0.0, 0.0)
(3.82915, -30.182212, 1.303519, 0.0, 0.0, 0.0)
(5.170205, -31.358446, 1.663984, 0.0, 0.0, 0.0)
(5.76038, -31.500001, 1.780831, 0.0, 0.0, 0.0)
(6.130923, -31.524759, 1.845926, 0.0, 0.0, 0.0)
(5.42683, -30.841879, 1.655197, 0.0, 0.0, 0.0)
(7.381051, -31.507732, 2.065948, 0.0, 0.0, 0.0)
(8.043002, -31.467574, 2.201835, 0.0, 0.0, 0.0)
(9.820848, -31.093579, 2.599405, 0.0, 0.0, 0.0)
(9.513302, -30.91681, 2.507783, 0.0, 0.0, 0.0)
(12.421667, -28.890828, -3.044869, 0.0, 0.0, 0.0)
(13.11382, -25.069559, -2.240127, 0.0, 0.0, 0.0)
(10.772861, -21.853621, -1.418298, 0.0, 0.0, 0.0)
(9.102194, -21.439205, -1.078663, 0.0, 0.0, 0.0)
(7.230351, -21.549026, -0.702412, 0.0, 0.0, 0.0)
(6.539793, -30.733831, 0.438873, 0.0, 0.0, 0.0)
(12.776758, -34.868874, 0.986423, 0.0, 0.0, 0.0)
(56.293586, -85.968297, -0.123405, 0.0, 0.0, 0.0)
(74.405377, -84.855497, -0.67019, 0.0, 0.0, 0.0)
(14.451806, -111.816335, 0.983852, 0.0, 0.0, 0.0)
(36.489316, -159.149854, 0.59533, 0.0, 0.0, 0.0)
(-29.269508, -200.798574, 2.558021, 0.0, 0.0, 0.0)
(35.764306, -198.133332, -2.33432, 0.0, 0.0, 0.0)
(210.842729, -273.570871, -1.367882, 0.0, 0.0, 0.0)
(247.090413, -266.554943, 2.287566, 0.0, 0.0, 0.0)
(247.366026, -266.30928, 2.345826, 0.0, 0.0, 0.0)
(251.453, -263.407362, -2.880861, 0.0, 0.0, 0.0)
(248.920838, -263.475137, 2.807352, 0.0, 0.0, 0.0)
(250.89825, -260.362039, -2.739442, 0.0, 0.0, 0.0)
(245.017019, -253.89691, -0.936788, 0.0, 0.0, 0.0)
(243.594242, -254.733531, -0.621726, 0.0, 0.0, 0.0)
(240.138456, -259.219438, 0.590838, 0.0, 0.0, 0.0)
(240.873441, -261.820586, 1.137639, 0.0, 0.0, 0.0)
(242.623079, -263.729622, 1.662308, 0.0, 0.0, 0.0)
(248.793612, -256.319108, -1.94269, 0.0, 0.0, 0.0)
(244.843937, -253.914135, -0.973257, 0.0, 0.0, 0.0)
(243.058221, -254.511969, -0.629716, 0.0, 0.0, 0.0)
(244.461682, -254.744571, -0.921344, 0.0, 0.0, 0.0)
(241.988926, -255.843185, -0.41181, 0.0, 0.0, 0.0)
(242.884697, -264.288665, 1.532101, 0.0, 0.0, 0.0)
(245.315605, -265.134099, 2.057746, 0.0, 0.0, 0.0)
(246.462406, -264.078257, 2.166944, 0.0, 0.0, 0.0)
(245.455801, -263.409426, 1.937483, 0.0, 0.0, 0.0)
(250.250496, -258.857363, -2.889356, 0.0, 0.0, 0.0)
(249.479102, -259.653786, -3.115074, 0.0, 0.0, 0.0)
(249.999325, -257.448774, -2.693745, 0.0, 0.0, 0.0)
(249.706523, -255.474778, -2.32921, 0.0, 0.0, 0.0)
(249.318327, -254.476266, -2.118301, 0.0, 0.0, 0.0)
(249.072495, -254.374901, -2.08673, 0.0, 0.0, 0.0)
(247.860285, -252.745031, -1.672073, 0.0, 0.0, 0.0)
(247.639186, -252.939236, -1.678745, 0.0, 0.0, 0.0)
(247.801837, -253.468776, -1.775249, 0.0, 0.0, 0.0)
(247.313851, -253.209009, -1.670933, 0.0, 0.0, 0.0)
(247.191375, -253.437153, -1.689648, 0.0, 0.0, 0.0)
(245.295458, -252.265654, -1.244559, 0.0, 0.0, 0.0)
(243.111768, -252.042596, -0.804026, 0.0, 0.0, 0.0)
(242.568382, -252.519541, -0.677903, 0.0, 0.0, 0.0)
(241.521805, -253.043748, -0.440793, 0.0, 0.0, 0.0)
(240.850177, -253.681778, -0.253807, 0.0, 0.0, 0.0)
(239.070847, -257.1763, 0.549145, 0.0, 0.0, 0.0)
(239.456412, -260.035611, 1.140373, 0.0, 0.0, 0.0)
(239.744369, -259.925653, 1.13956, 0.0, 0.0, 0.0)
(241.12005, -261.461017, 1.541198, 0.0, 0.0, 0.0)
(241.887555, -261.772086, 1.702798, 0.0, 0.0, 0.0)
(243.072556, -262.219122, 1.954717, 0.0, 0.0, 0.0)
(247.804598, -261.180945, 2.976551, 0.0, 0.0, 0.0)
(249.525773, -257.367633, -2.440377, 0.0, 0.0, 0.0)
(248.20779, -258.249679, -2.676185, 0.0, 0.0, 0.0)
(248.026081, -257.69887, -2.581309, 0.0, 0.0, 0.0)
(247.33458, -256.287164, -2.288542, 0.0, 0.0, 0.0)
(235.65745, -255.006364, 0.346682, 0.0, 0.0, 0.0)
(236.73223, -254.930569, 0.239112, 0.0, 0.0, 0.0)
(236.328852, -257.837449, 0.837175, 0.0, 0.0, 0.0)
(246.224801, -257.210567, -2.56977, 0.0, 0.0, 0.0)
(239.356294, -252.45508, -0.530332, 0.0, 0.0, 0.0)
(238.367361, -254.112163, -0.229754, 0.0, 0.0, 0.0)
(237.592794, -255.094823, 0.02363, 0.0, 0.0, 0.0)
(238.364332, -254.68094, -0.141713, 0.0, 0.0, 0.0)
(239.359596, -254.273096, -0.350994, 0.0, 0.0, 0.0)
